"(2.291384220123291,","-0.15,","-0.27,","9.51,",32.23937473975957)
"(2.323913812637329,","-0.17,","-0.31,","9.540000000000001,",32.12335378529259)
"(2.3572006225585938,","-0.15,","-0.29,","9.58,",32.262712170566594)
"(2.3901185989379883,","-0.13,","-0.28,","9.55,",32.192700030712714)
"(2.422236442565918,","-0.16,","-0.29,","9.53,",32.35672555649698)
"(2.455508232116699,","-0.17,","-0.28,","9.58,",32.40306893519511)
"(2.4888200759887695,","-0.14,","-0.29,","9.52,",32.47275133636272)
"(2.521221876144409,","-0.15,","-0.3,","9.52,",32.40340052099492)
"(2.553408622741699,","-0.15,","-0.31,","9.540000000000001,",32.54276530706747)
"(2.5865285396575928,","-0.14,","-0.3,","9.53,",32.40240718554751)
"(2.619920492172241,","-0.15,","-0.3,","9.56,",32.449744331392104)
"(2.654604196548462,","-0.16,","-0.29,","9.55,",32.332393787883554)
"(2.687688112258911,","-0.15,","-0.29,","9.53,",32.14602552508718)
"(2.7210118770599365,","-0.13,","-0.29,","9.540000000000001,",32.40306893519511)
"(2.753492593765259,","-0.14,","-0.26,","9.55,",32.145693631801585)
"(2.7856884002685547,","-0.14,","-0.29,","9.56,",32.42707002518229)
"(2.8180792331695557,","-0.14,","-0.32,","9.53,",32.19203717463675)
"(2.8509702682495117,","-0.14,","-0.3,","9.56,",32.239706650498285)
"(2.8833868503570557,","-0.13,","-0.28,","9.53,",32.40240718554751)
"(2.9155237674713135,","-0.15,","-0.28,","9.540000000000001,",32.35639374243418)
"(2.9476497173309326,","-0.15,","-0.31,","9.58,",32.26171962459735)
"(2.9810683727264404,","-0.14,","-0.27,","9.53,",32.26238084793109)
"(3.012036085128784,","-0.14,","-0.29,","9.53,",32.58944154183075)
"(3.0445001125335693,","-0.14,","-0.29,","9.540000000000001,",32.51909719881971)
"(3.076889991760254,","-0.16,","-0.3,","9.52,",32.449083038280314)
"(3.109747886657715,","-0.16,","-0.28,","9.55,",32.332063281629)
"(3.1436214447021484,","-0.14,","-0.28,","9.53,",32.332393787883554)
"(3.175967216491699,","-0.15,","-0.31,","9.55,",32.262712170566594)
"(3.2079412937164307,","-0.13,","-0.29,","9.56,",32.61212098828415)
"(3.2409942150115967,","-0.15,","-0.3,","9.51,",32.42574508648686)
"(3.2743587493896484,","-0.16,","-0.31,","9.57,",32.26171962459735)
"(3.305713653564453,","-0.14,","-0.27,","9.53,",32.448753102700444)
"(3.3377416133880615,","-0.13,","-0.29,","9.540000000000001,",32.16836883693065)
"(3.3708133697509766,","-0.16,","-0.29,","9.56,",32.21504412904842)
