"(2.8779609203338623,","-0.13,","-0.28,","9.53,",32.35573153625077)
"(2.9099957942962646,","-0.14,","-0.29,","9.55,",32.332393787883554)
"(2.9416046142578125,","-0.15,","-0.28,","9.56,",32.30773645269094)
"(2.9727354049682617,","-0.16,","-0.28,","9.53,",32.21438434508539)
"(3.003160238265991,","-0.14,","-0.29,","9.56,",32.33107460673987)
"(3.0340352058410645,","-0.14,","-0.3,","9.540000000000001,",32.33009019767241)
"(3.0645668506622314,","-0.15,","-0.29,","9.55,",32.119717344805565)
"(3.095245838165283,","-0.15,","-0.28,","9.55,",32.37611389693299)
"(3.125183343887329,","-0.14,","-0.3,","9.51,",32.306097570111305)
"(3.155428171157837,","-0.15,","-0.26,","9.53,",32.282432427506556)
"(3.186099052429199,","-0.14,","-0.29,","9.56,",32.46849446668388)
"(3.216063976287842,","-0.14,","-0.3,","9.55,",32.258767581457256)
"(3.246649742126465,","-0.17,","-0.29,","9.52,",32.562176615773524)
"(3.276047706604004,","-0.15,","-0.28,","9.53,",32.42149141092554)
"(3.3066725730895996,","-0.16,","-0.29,","9.56,",32.42149141092554)
"(3.3368113040924072,","-0.14,","-0.3,","9.55,",32.23445295579602)
"(3.3673951625823975,","-0.15,","-0.3,","9.53,",32.32813417699759)
"(3.397347927093506,","-0.13,","-0.31,","9.540000000000001,",32.30479499567913)
"(3.4272727966308594,","-0.14,","-0.29,","9.52,",32.35114917881709)
"(3.4571075439453125,","-0.15,","-0.29,","9.53,",32.42084410906127)
"(3.4871673583984375,","-0.17,","-0.31,","9.540000000000001,",32.35082542243329)
"(3.517169237136841,","-0.14,","-0.31,","9.540000000000001,",32.374488576012126)
"(3.550053358078003,","-0.13,","-0.28,","9.55,",32.32748596195347)
"(3.585891008377075,","-0.13,","-0.3,","9.52,",32.28145586521969)
"(3.6207449436187744,","-0.15,","-0.3,","9.52,",32.18875133270729)
"(3.6560044288635254,","-0.17,","-0.3,","9.53,",32.28374114625809)
"(3.6884522438049316,","-0.16,","-0.31,","9.540000000000001,",32.51778167007073)
"(3.7241930961608887,","-0.14,","-0.31,","9.52,",32.4007611061192)
"(3.7568459510803223,","-0.15,","-0.3,","9.58,",32.424099577747995)
"(3.7922797203063965,","-0.14,","-0.28,","9.51,",32.30806565114217)
"(3.82535457611084,","-0.16,","-0.29,","9.540000000000001,",32.121363162732244)
"(3.85805344581604,","-0.14,","-0.29,","9.540000000000001,",32.21438434508539)
"(3.889608383178711,","-0.15,","-0.31,","9.58,",32.424756359292495)
